id_contrato,departamento,entidad,modalidad,valor_contrato,fecha_firma
C-011733,VALLE DEL CAUCA,Entidad 169,Minima cuantia,"61.791.792,58",2025-08-13
C-011734,BOGOTA D.C.,Entidad 153,Minima cuantia,"10.859.581,03",2025-02-11
C-011735,ANTIOQUIA,Entidad 206,Minima cuantia,"101.190.033,52",2025-12-14
C-011736,CALDAS,Entidad 123,Licitacion publica,"13.293.544,62",2025-11-10
C-011737,SANTANDER,Entidad 336,Seleccion abreviada,"81.662.280,39",2025-07-18
C-011738,BOGOTA D.C.,Entidad 367,Licitacion publica,"74.934.134,46",2025-03-02
C-011739,BOGOTA D.C.,Entidad 370,Minima cuantia,"20.555.418,44",2025-10-13
C-011740,ANTIOQUIA,Entidad 025,Minima cuantia,"45.460.721,77",2025-02-27
C-011741,TOLIMA,Entidad 230,Contratacion directa,"55.256.944,99",2025-12-10
C-011742,BOGOTA D.C.,Entidad 384,Contratacion directa,"2.359.270,33",2025-05-01
C-011743,BOGOTA D.C.,Entidad 111,Contratacion directa,"239.069.566,33",2025-05-15
C-011744,ANTIOQUIA,Entidad 279,Minima cuantia,"40.321.947,59",2025-10-04
C-011745,NARINO,Entidad 230,Minima cuantia,"14.168.143,00",2025-04-08
C-011746,BOGOTA D.C.,Entidad 164,Licitacion publica,"30.491.551,53",2025-11-19
C-011747,ANTIOQUIA,Entidad 029,Licitacion publica,"13.839.875,14",2025-05-05
C-011748,BOLIVAR,Entidad 336,Contratacion directa,"40.037.337,11",2025-07-05
C-011749,BOGOTA D.C.,Entidad 100,Seleccion abreviada,"9.997.737,44",2025-02-18
C-011750,CUNDINAMARCA,Entidad 245,Seleccion abreviada,"27.222.337,99",2025-08-17
C-011751,META,Entidad 135,Seleccion abreviada,"40.372.881,36",2025-07-02
C-011752,ATLANTICO,Entidad 052,Licitacion publica,"42.584.888,76",2025-06-09
C-011753,TOLIMA,Entidad 387,Contratacion directa,"19.997.660,30",2025-01-19
C-011754,CUNDINAMARCA,Entidad 334,Licitacion publica,"33.586.152,98",2025-03-04
C-011755,BOGOTA D.C.,Entidad 176,Minima cuantia,"73.677.339,48",2025-02-07
C-011756,BOGOTA D.C.,Entidad 326,Seleccion abreviada,"29.908.312,11",2025-12-03
C-011757,VALLE DEL CAUCA,Entidad 103,Minima cuantia,"109.377.913,60",2025-08-08
C-011758,BOLIVAR,Entidad 375,Minima cuantia,"7.343.236,05",2025-11-01
C-011759,ANTIOQUIA,Entidad 279,Minima cuantia,"63.119.696,49",2025-07-14
C-011760,BOGOTA D.C.,Entidad 214,Minima cuantia,"23.346.293,47",2025-08-02
C-011761,BOGOTA D.C.,Entidad 153,Contratacion directa,"9.868.225,66",2025-07-05
C-011762,BOGOTA D.C.,Entidad 123,Contratacion directa,"37.273.003,93",2025-01-15
C-011763,CUNDINAMARCA,Entidad 292,Minima cuantia,"14.094.368,34",2025-11-02
C-011764,HUILA,Entidad 261,Minima cuantia,"4.243.139,47",2025-07-06
C-011765,CAUCA,Entidad 257,Seleccion abreviada,"66.654.175,90",2025-02-11
C-011766,ANTIOQUIA,Entidad 193,Seleccion abreviada,"176.194.834,56",2025-08-11
C-011767,VALLE DEL CAUCA,Entidad 162,Seleccion abreviada,"92.778.827,12",2025-05-04
C-011768,CUNDINAMARCA,Entidad 026,Contratacion directa,"8.364.642,38",2025-08-20
C-011769,NARINO,Entidad 141,Licitacion publica,"214.360.284,49",2025-05-10
C-011770,BOGOTA D.C.,Entidad 038,Contratacion directa,"4.173.034,08",2025-01-06
C-011771,CUNDINAMARCA,Entidad 096,Licitacion publica,"53.337.481,60",2025-01-21
C-011772,CUNDINAMARCA,Entidad 238,Minima cuantia,"98.114.356,96",2025-03-10
C-011773,BOGOTA D.C.,Entidad 330,Seleccion abreviada,"11.643.468,38",2025-09-05
C-011774,ANTIOQUIA,Entidad 272,Licitacion publica,"50.777.022,75",2025-09-12
C-011775,ANTIOQUIA,Entidad 312,Contratacion directa,"25.262.605,06",2025-10-21
C-011776,CUNDINAMARCA,Entidad 225,Seleccion abreviada,"11.024.559,95",2025-05-05
C-011777,CUNDINAMARCA,Entidad 320,Contratacion directa,"9.427.356,57",2025-09-07
C-011778,ANTIOQUIA,Entidad 116,Contratacion directa,"41.796.326,44",2025-12-01
C-011779,ANTIOQUIA,Entidad 269,Minima cuantia,"75.414.023,86",2025-09-21
C-011780,ANTIOQUIA,Entidad 102,Licitacion publica,"6.045.591,29",2025-07-08
C-011781,VALLE DEL CAUCA,Entidad 330,Licitacion publica,"15.534.113,53",2025-01-03
C-011782,BOGOTA D.C.,Entidad 070,Licitacion publica,"90.485.781,16",2025-03-23
C-011783,CUNDINAMARCA,Entidad 187,Contratacion directa,"18.267.249,63",2025-01-11
C-011784,ANTIOQUIA,Entidad 380,Minima cuantia,"73.821.706,58",2025-02-07
C-011785,BOGOTA D.C.,Entidad 058,Contratacion directa,"2.524.412,62",2025-05-03
C-011786,SANTANDER,Entidad 173,Seleccion abreviada,"36.752.010,34",2025-05-23
C-011787,BOGOTA D.C.,Entidad 009,Seleccion abreviada,"11.962.582,16",2025-12-02
C-011788,NARINO,Entidad 148,Contratacion directa,"32.118.379,43",2025-04-04
C-011789,BOLIVAR,Entidad 138,Seleccion abreviada,"40.033.906,32",2025-01-11
C-011790,CUNDINAMARCA,Entidad 192,Minima cuantia,"113.613.890,50",2025-11-18
C-011791,ANTIOQUIA,Entidad 046,Licitacion publica,"210.717.297,13",2025-12-15
C-011792,RISARALDA,Entidad 195,Seleccion abreviada,"12.729.464,94",2025-03-18
C-011793,BOGOTA D.C.,Entidad 263,Contratacion directa,"64.397.880,59",2025-12-16
C-011794,ANTIOQUIA,Entidad 280,Seleccion abreviada,"16.844.347,06",2025-04-25
C-011795,TOLIMA,Entidad 352,Minima cuantia,"11.260.467,97",2025-10-09
C-011796,BOGOTA D.C.,Entidad 089,Minima cuantia,"11.212.813,65",2025-10-10
C-011797,NARINO,Entidad 359,Contratacion directa,"26.778.452,61",2025-02-23
C-011798,CALDAS,Entidad 192,Contratacion directa,"14.255.775,99",2025-02-05
C-011799,BOGOTA D.C.,Entidad 332,Seleccion abreviada,"58.425.503,73",2025-11-05
C-011800,ANTIOQUIA,Entidad 385,Contratacion directa,"42.897.404,95",2025-05-17
C-011801,META,Entidad 161,Contratacion directa,"4.533.886,60",2025-10-13
C-011802,BOGOTA D.C.,Entidad 118,Minima cuantia,"3.190.635,00",2025-04-24
C-011803,ATLANTICO,Entidad 386,Minima cuantia,"14.080.082,12",2025-10-07
C-011804,BOGOTA D.C.,Entidad 119,Licitacion publica,"29.447.956,02",2025-04-03
C-011805,BOGOTA D.C.,Entidad 392,Contratacion directa,"16.243.707,18",2025-05-16
C-011806,BOGOTA D.C.,Entidad 198,Seleccion abreviada,"14.683.991,21",2025-10-03
C-011807,BOGOTA D.C.,Entidad 326,Minima cuantia,"12.699.314,91",2025-07-03
C-011808,BOGOTA D.C.,Entidad 202,Licitacion publica,"35.567.040,90",2025-10-13
C-011809,BOGOTA D.C.,Entidad 217,Seleccion abreviada,"97.416.455,93",2025-05-20
C-011810,BOGOTA D.C.,Entidad 022,Contratacion directa,"22.441.833,66",2025-02-11
C-011811,BOGOTA D.C.,Entidad 320,Minima cuantia,"22.594.902,73",2025-02-06
C-011812,BOLIVAR,Entidad 223,Minima cuantia,"20.233.639,85",2025-08-17
C-011813,META,Entidad 142,Licitacion publica,"115.749.101,89",2025-04-28
C-011814,CUNDINAMARCA,Entidad 354,Seleccion abreviada,"190.785.701,76",2025-07-24
C-011815,ANTIOQUIA,Entidad 056,Contratacion directa,"8.506.115,43",2025-12-15
C-011816,NARINO,Entidad 370,Minima cuantia,"2.030.800,93",2025-06-14
C-011817,BOGOTA D.C.,Entidad 143,Contratacion directa,"22.335.046,04",2025-02-07
C-011818,CUNDINAMARCA,Entidad 276,Contratacion directa,"68.854.490,88",2025-11-05
C-011819,CUNDINAMARCA,Entidad 012,Contratacion directa,"27.070.247,80",2025-01-09
C-011820,BOGOTA D.C.,Entidad 115,Seleccion abreviada,"20.405.147,73",2025-01-27
C-011821,VALLE DEL CAUCA,Entidad 199,Licitacion publica,"5.886.249,90",2025-10-22
C-011822,BOGOTA D.C.,Entidad 371,Contratacion directa,"67.657.042,51",2025-10-02
C-011823,TOLIMA,Entidad 359,Contratacion directa,"16.501.466,32",2025-01-17
C-011824,VALLE DEL CAUCA,Entidad 184,Contratacion directa,"66.784.991,34",2025-01-18
C-011825,ANTIOQUIA,Entidad 257,Minima cuantia,"19.915.603,95",2025-05-21
C-011826,BOGOTA D.C.,Entidad 128,Contratacion directa,"303.758.462,37",2025-07-16
C-011827,BOGOTA D.C.,Entidad 246,Seleccion abreviada,"63.315.468,33",2025-07-05
C-011828,SANTANDER,Entidad 101,Minima cuantia,"35.939.363,55",2025-10-08
C-011829,VALLE DEL CAUCA,Entidad 308,Licitacion publica,"81.138.560,52",2025-09-18
C-011830,BOGOTA D.C.,Entidad 025,Contratacion directa,"703.936.409,74",2025-12-04
C-011831,BOGOTA D.C.,Entidad 183,Contratacion directa,"169.943.769,79",2025-03-16
C-011832,BOGOTA D.C.,Entidad 175,Minima cuantia,"8.527.128,02",2025-03-20
C-011833,BOGOTA D.C.,Entidad 190,Contratacion directa,"7.212.885,71",2025-09-13
C-011834,ANTIOQUIA,Entidad 249,Seleccion abreviada,"12.390.592,48",2025-02-15
C-011835,BOGOTA D.C.,Entidad 270,Contratacion directa,"43.715.508,48",2025-07-22
C-011836,BOGOTA D.C.,Entidad 211,Licitacion publica,"60.108.135,28",2025-11-15
C-011837,CUNDINAMARCA,Entidad 142,Contratacion directa,"42.158.604,96",2025-07-10
C-011838,CAUCA,Entidad 062,Seleccion abreviada,"19.676.685,41",2025-04-20
C-011839,ANTIOQUIA,Entidad 336,Minima cuantia,"34.658.963,47",2025-11-25
C-011840,TOLIMA,Entidad 254,Contratacion directa,"29.934.605,64",2025-07-18
C-011841,NARINO,Entidad 367,Contratacion directa,"8.092.347,36",2025-10-18
C-011842,BOGOTA D.C.,Entidad 190,Seleccion abreviada,"19.141.041,65",2025-11-12
C-011843,CAUCA,Entidad 325,Seleccion abreviada,"9.027.384,31",2025-01-20
C-011844,BOGOTA D.C.,Entidad 190,Licitacion publica,"66.900.614,59",2025-06-01
C-011845,HUILA,Entidad 279,Seleccion abreviada,"12.011.503,62",2025-10-11
C-011846,SANTANDER,Entidad 280,Licitacion publica,"72.478.877,94",2025-01-06
C-011847,VALLE DEL CAUCA,Entidad 349,Licitacion publica,"42.089.382,80",2025-06-14
C-011848,ANTIOQUIA,Entidad 116,Contratacion directa,"12.913.278,97",2025-03-05
C-011849,CUNDINAMARCA,Entidad 099,Contratacion directa,"21.942.118,20",2025-03-07
C-011850,CESAR,Entidad 275,Licitacion publica,"63.661.864,37",2025-08-02
C-011851,ATLANTICO,Entidad 377,Licitacion publica,"54.398.019,64",2025-05-09
C-011852,ATLANTICO,Entidad 047,Seleccion abreviada,"10.594.003,04",2025-01-15
C-011853,BOGOTA D.C.,Entidad 103,Contratacion directa,"70.064.566,98",2025-05-19
C-011854,SANTANDER,Entidad 248,Licitacion publica,"3.004.677,20",2025-06-02
C-011855,BOGOTA D.C.,Entidad 255,Seleccion abreviada,"32.434.174,48",2025-12-03
C-011856,VALLE DEL CAUCA,Entidad 038,Licitacion publica,"82.606.671,48",2025-02-22
C-011857,VALLE DEL CAUCA,Entidad 183,Contratacion directa,"17.893.616,60",2025-12-28
C-011858,CALDAS,Entidad 185,Contratacion directa,"34.153.009,20",2025-11-09
C-011859,VALLE DEL CAUCA,Entidad 153,Seleccion abreviada,"18.888.708,04",2025-03-22
C-011860,HUILA,Entidad 116,Seleccion abreviada,"8.541.941,58",2025-09-09
C-011861,BOGOTA D.C.,Entidad 148,Minima cuantia,"58.618.660,09",2025-09-25
C-011862,SANTANDER,Entidad 056,Seleccion abreviada,"10.932.618,66",2025-11-19
C-011863,ANTIOQUIA,Entidad 008,Licitacion publica,"82.871.903,38",2025-01-21
C-011864,CUNDINAMARCA,Entidad 006,Licitacion publica,"64.345.427,08",2025-12-19
C-011865,ANTIOQUIA,Entidad 262,Minima cuantia,"112.921.760,17",2025-11-28
C-011866,ANTIOQUIA,Entidad 142,Licitacion publica,"32.245.916,69",2025-04-26
C-011867,CUNDINAMARCA,Entidad 043,Licitacion publica,"76.861.941,47",2025-07-26
C-011868,SANTANDER,Entidad 082,Seleccion abreviada,"30.679.278,51",2025-05-10
C-011869,BOGOTA D.C.,Entidad 360,Licitacion publica,"18.550.891,75",2025-01-27
C-011870,BOGOTA D.C.,Entidad 223,Licitacion publica,"71.355.046,03",2025-05-08
C-011871,BOGOTA D.C.,Entidad 315,Minima cuantia,"15.812.631,65",2025-06-05
C-011872,ANTIOQUIA,Entidad 051,Contratacion directa,"28.602.306,90",2025-05-05
C-011873,ANTIOQUIA,Entidad 227,Seleccion abreviada,"29.989.060,52",2025-04-13
C-011874,CUNDINAMARCA,Entidad 122,Contratacion directa,"171.005.407,81",2025-05-18
C-011875,BOGOTA D.C.,Entidad 127,Minima cuantia,"42.900.936,30",2025-03-24
C-011876,CUNDINAMARCA,Entidad 266,Contratacion directa,"18.432.418,73",2025-10-01
C-011877,BOGOTA D.C.,Entidad 115,Licitacion publica,"74.643.984,33",2025-08-15
C-011878,BOLIVAR,Entidad 113,Licitacion publica,"12.962.751,39",2025-08-19
C-011879,BOGOTA D.C.,Entidad 375,Minima cuantia,"18.142.729,33",2025-04-23
C-011880,BOGOTA D.C.,Entidad 194,Seleccion abreviada,"18.057.537,55",2025-09-15
C-011881,ANTIOQUIA,Entidad 123,Seleccion abreviada,"174.224.234,32",2025-08-25
C-011882,BOGOTA D.C.,Entidad 367,Contratacion directa,"3.834.053,98",2025-07-14
C-011883,VALLE DEL CAUCA,Entidad 356,Minima cuantia,"38.741.007,31",2025-01-14
C-011884,BOGOTA D.C.,Entidad 144,Seleccion abreviada,"10.512.207,25",2025-11-04
C-011885,ANTIOQUIA,Entidad 169,Licitacion publica,"8.369.763,88",2025-10-28
C-011886,RISARALDA,Entidad 379,Contratacion directa,"22.678.835,70",2025-07-15
C-011887,VALLE DEL CAUCA,Entidad 114,Contratacion directa,"13.228.029,42",2025-04-15
C-011888,BOLIVAR,Entidad 128,Licitacion publica,"7.709.854,13",2025-08-11
C-011889,BOGOTA D.C.,Entidad 051,Minima cuantia,"7.646.145,30",2025-08-25
C-011890,CUNDINAMARCA,Entidad 347,Minima cuantia,"24.852.511,28",2025-09-26
C-011891,SANTANDER,Entidad 111,Licitacion publica,"13.514.998,03",2025-10-16
C-011892,CUNDINAMARCA,Entidad 080,Licitacion publica,"10.649.636,22",2025-07-12
C-011893,BOGOTA D.C.,Entidad 085,Minima cuantia,"80.431.404,85",2025-07-20
C-011894,ATLANTICO,Entidad 174,Contratacion directa,"18.069.898,62",2025-06-04
C-011895,BOGOTA D.C.,Entidad 075,Contratacion directa,"3.553.158,58",2025-11-17
C-011896,ANTIOQUIA,Entidad 390,Minima cuantia,"11.664.199,76",2025-04-12
C-011897,CESAR,Entidad 120,Contratacion directa,"28.856.403,93",2025-06-16
C-011898,BOGOTA D.C.,Entidad 034,Seleccion abreviada,"2.610.466,18",2025-01-18
C-011899,BOGOTA D.C.,Entidad 379,Contratacion directa,"34.795.469,94",2025-06-20
C-011900,ATLANTICO,Entidad 377,Contratacion directa,"56.902.926,35",2025-08-20
C-011901,ANTIOQUIA,Entidad 066,Minima cuantia,"11.110.604,81",2025-06-25
C-011902,BOLIVAR,Entidad 299,Seleccion abreviada,"165.940.040,99",2025-05-22
C-011903,BOGOTA D.C.,Entidad 102,Seleccion abreviada,"49.185.092,63",2025-12-09
C-011904,BOGOTA D.C.,Entidad 191,Contratacion directa,"60.309.258,61",2025-05-20
C-011905,BOGOTA D.C.,Entidad 012,Contratacion directa,"4.982.349,71",2025-11-08
C-011906,CUNDINAMARCA,Entidad 197,Minima cuantia,"18.237.691,50",2025-06-11
C-011907,ANTIOQUIA,Entidad 064,Seleccion abreviada,"7.540.588,58",2025-01-19
C-011908,VALLE DEL CAUCA,Entidad 367,Contratacion directa,"75.153.066,53",2025-11-04
C-011909,ANTIOQUIA,Entidad 020,Minima cuantia,"25.034.578,69",2025-11-11
C-011910,VALLE DEL CAUCA,Entidad 300,Minima cuantia,"157.461.380,35",2025-01-07
C-011911,BOGOTA D.C.,Entidad 387,Contratacion directa,"6.237.609,61",2025-07-13
C-011912,BOGOTA D.C.,Entidad 260,Minima cuantia,"103.197.283,21",2025-05-15
C-011913,TOLIMA,Entidad 068,Seleccion abreviada,"16.081.986,86",2025-04-24
C-011914,ATLANTICO,Entidad 258,Minima cuantia,"52.813.634,75",2025-08-07
C-011915,BOGOTA D.C.,Entidad 119,Seleccion abreviada,"7.881.601,19",2025-05-28
C-011916,VALLE DEL CAUCA,Entidad 303,Contratacion directa,"23.751.456,07",2025-06-01
C-011917,VALLE DEL CAUCA,Entidad 118,Seleccion abreviada,"9.931.510,50",2025-07-16
C-011918,BOYACA,Entidad 252,Seleccion abreviada,"3.535.943,92",2025-06-24
C-011919,BOGOTA D.C.,Entidad 104,Minima cuantia,"66.428.287,42",2025-09-02
C-011920,BOGOTA D.C.,Entidad 177,Licitacion publica,"16.542.953,90",2025-08-23
C-011921,NARINO,Entidad 272,Seleccion abreviada,"161.984.246,08",2025-07-09
C-011922,BOYACA,Entidad 005,Licitacion publica,"14.051.070,60",2025-04-22
C-011923,CUNDINAMARCA,Entidad 154,Licitacion publica,"11.148.859,44",2025-09-03
C-011924,META,Entidad 177,Minima cuantia,"18.857.736,10",2025-06-01
C-011925,VALLE DEL CAUCA,Entidad 178,Minima cuantia,"24.343.030,75",2025-10-15
C-011926,CUNDINAMARCA,Entidad 288,Licitacion publica,"41.881.941,58",2025-07-06
C-011927,BOLIVAR,Entidad 375,Licitacion publica,"41.841.466,79",2025-08-18
C-011928,VALLE DEL CAUCA,Entidad 157,Licitacion publica,"22.686.896,71",2025-06-04
C-011929,CUNDINAMARCA,Entidad 071,Seleccion abreviada,"8.296.710,22",2025-02-09
C-011930,ANTIOQUIA,Entidad 179,Contratacion directa,"74.459.070,09",2025-01-28
C-011931,BOGOTA D.C.,Entidad 051,Contratacion directa,"177.651.294,46",2025-11-09
C-011932,CUNDINAMARCA,Entidad 275,Contratacion directa,"90.252.736,51",2025-04-26
C-011933,VALLE DEL CAUCA,Entidad 380,Seleccion abreviada,"41.986.800,92",2025-07-24
C-011934,TOLIMA,Entidad 363,Minima cuantia,"5.078.338,31",2025-09-05
C-011935,VALLE DEL CAUCA,Entidad 041,Minima cuantia,"53.970.016,37",2025-07-25
C-011936,VALLE DEL CAUCA,Entidad 387,Minima cuantia,"19.880.610,01",2025-05-01
C-011937,BOGOTA D.C.,Entidad 389,Licitacion publica,"332.443.115,70",2025-11-23
C-011938,VALLE DEL CAUCA,Entidad 041,Minima cuantia,"17.614.172,19",2025-03-23
C-011939,BOGOTA D.C.,Entidad 318,Contratacion directa,"144.605.080,05",2025-04-11
C-011940,BOGOTA D.C.,Entidad 229,Licitacion publica,"10.472.657,64",2025-01-13
C-011941,BOGOTA D.C.,Entidad 144,Seleccion abreviada,"227.657.465,94",2025-02-21
C-011942,BOLIVAR,Entidad 173,Minima cuantia,"8.565.323,16",2025-05-10
C-011943,META,Entidad 219,Licitacion publica,"20.561.006,35",2025-05-19
C-011944,BOGOTA D.C.,Entidad 168,Contratacion directa,"77.543.358,57",2025-07-02
C-011945,CUNDINAMARCA,Entidad 238,Contratacion directa,"225.486.574,31",2025-10-18
C-011946,ANTIOQUIA,Entidad 268,Licitacion publica,"12.806.241,75",2025-05-02
C-011947,CUNDINAMARCA,Entidad 084,Contratacion directa,"55.888.518,78",2025-07-13
C-011948,SANTANDER,Entidad 145,Seleccion abreviada,"15.409.507,10",2025-09-23
C-011949,ANTIOQUIA,Entidad 338,Minima cuantia,"32.566.715,10",2025-02-12
C-011950,BOGOTA D.C.,Entidad 275,Seleccion abreviada,"4.572.406,96",2025-03-24
C-011951,RISARALDA,Entidad 142,Minima cuantia,"28.375.336,33",2025-07-20
C-011952,ANTIOQUIA,Entidad 119,Licitacion publica,"83.269.323,10",2025-10-20
C-011953,CALDAS,Entidad 295,Seleccion abreviada,"27.568.319,57",2025-09-24
C-011954,BOGOTA D.C.,Entidad 278,Seleccion abreviada,"554.183.934,63",2025-05-24
C-011955,ANTIOQUIA,Entidad 374,Licitacion publica,"45.824.675,57",2025-09-07
C-011956,VALLE DEL CAUCA,Entidad 051,Licitacion publica,"66.980.490,39",2025-11-16
C-011957,VALLE DEL CAUCA,Entidad 343,Licitacion publica,"4.393.562,17",2025-06-13
C-011958,BOGOTA D.C.,Entidad 334,Contratacion directa,"41.025.298,68",2025-07-20
C-011959,CUNDINAMARCA,Entidad 187,Licitacion publica,"83.918.579,80",2025-12-27
C-011960,ANTIOQUIA,Entidad 342,Seleccion abreviada,"38.367.967,40",2025-07-13
C-011961,BOGOTA D.C.,Entidad 278,Licitacion publica,"21.271.020,44",2025-08-21
C-011962,VALLE DEL CAUCA,Entidad 328,Licitacion publica,"122.638.258,91",2025-02-01
C-011963,TOLIMA,Entidad 042,Minima cuantia,"28.986.912,75",2025-02-23
C-011964,BOGOTA D.C.,Entidad 023,Seleccion abreviada,"5.406.160,58",2025-06-16
C-011965,ANTIOQUIA,Entidad 303,Licitacion publica,"29.318.515,03",2025-05-04
C-011966,NARINO,Entidad 156,Minima cuantia,"33.932.661,57",2025-01-02
C-011967,NARINO,Entidad 139,Seleccion abreviada,"26.443.152,69",2025-01-11
C-011968,QUINDIO,Entidad 161,Licitacion publica,"38.600.982,45",2025-09-26
C-011969,BOGOTA D.C.,Entidad 150,Contratacion directa,"54.918.317,00",2025-07-04
C-011970,QUINDIO,Entidad 336,Minima cuantia,"28.089.816,56",2025-01-16
C-011971,ANTIOQUIA,Entidad 137,Licitacion publica,"34.002.786,05",2025-11-26
C-011972,SANTANDER,Entidad 022,Seleccion abreviada,"4.628.787,50",2025-11-15
C-011973,BOGOTA D.C.,Entidad 243,Minima cuantia,"15.523.882,03",2025-09-19
C-011974,VALLE DEL CAUCA,Entidad 158,Licitacion publica,"7.569.260,56",2025-04-04
C-011975,BOGOTA D.C.,Entidad 103,Licitacion publica,"51.594.532,40",2025-03-02
C-011976,BOGOTA D.C.,Entidad 369,Contratacion directa,"80.487.284,02",2025-09-14
C-011977,BOGOTA D.C.,Entidad 327,Minima cuantia,"9.226.388,92",2025-03-20
C-011978,META,Entidad 246,Seleccion abreviada,"12.899.109,04",2025-07-10
C-011979,BOLIVAR,Entidad 147,Seleccion abreviada,"77.534.759,79",2025-12-09
C-011980,ANTIOQUIA,Entidad 287,Minima cuantia,"37.264.504,72",2025-07-28
C-011981,NARINO,Entidad 232,Contratacion directa,"47.221.429,99",2025-12-19
C-011982,BOGOTA D.C.,Entidad 357,Minima cuantia,"2.527.049,63",2025-12-01
C-011983,SANTANDER,Entidad 243,Contratacion directa,"42.449.308,66",2025-11-27
C-011984,TOLIMA,Entidad 219,Licitacion publica,"17.848.962,36",2025-02-21
C-011985,BOGOTA D.C.,Entidad 117,Seleccion abreviada,"27.325.419,55",2025-09-04
C-011986,BOGOTA D.C.,Entidad 143,Seleccion abreviada,"25.190.215,25",2025-01-03
C-011987,TOLIMA,Entidad 077,Seleccion abreviada,"23.686.858,76",2025-03-26
C-011988,BOGOTA D.C.,Entidad 024,Minima cuantia,"106.271.837,33",2025-09-14
C-011989,ANTIOQUIA,Entidad 307,Seleccion abreviada,"7.499.324,90",2025-02-11
C-011990,ANTIOQUIA,Entidad 005,Minima cuantia,"6.345.486,82",2025-04-23
C-011991,NARINO,Entidad 211,Minima cuantia,"106.281.503,42",2025-08-26
C-011992,SANTANDER,Entidad 246,Seleccion abreviada,"131.582.855,32",2025-06-24
C-011993,ANTIOQUIA,Entidad 141,Seleccion abreviada,"37.076.276,75",2025-08-10
C-011994,BOGOTA D.C.,Entidad 026,Minima cuantia,"14.148.010,64",2025-12-06
C-011995,RISARALDA,Entidad 065,Contratacion directa,"5.063.638,71",2025-05-19
C-011996,BOGOTA D.C.,Entidad 028,Licitacion publica,"33.612.644,88",2025-09-01
C-011997,META,Entidad 177,Minima cuantia,"14.924.347,94",2025-05-28
C-011998,HUILA,Entidad 278,Contratacion directa,"35.826.868,70",2025-01-08
C-011999,NARINO,Entidad 046,Licitacion publica,"25.060.673,09",2025-11-07
C-012000,BOGOTA D.C.,Entidad 240,Contratacion directa,"24.309.081,52",2025-07-22
C-012001,BOGOTA D.C.,Entidad 165,Minima cuantia,"27.087.529,05",2025-08-07
C-012002,CESAR,Entidad 062,Contratacion directa,"9.716.369,91",2025-02-10
C-012003,ANTIOQUIA,Entidad 266,Contratacion directa,"29.807.689,61",2025-05-03
C-012004,BOGOTA D.C.,Entidad 240,Minima cuantia,"2.457.685,00",2025-02-11
C-012005,BOGOTA D.C.,Entidad 144,Licitacion publica,"133.339.757,03",2025-10-20
C-012006,ATLANTICO,Entidad 095,Seleccion abreviada,"22.522.151,39",2025-08-10
C-012007,ATLANTICO,Entidad 295,Minima cuantia,"42.629.223,69",2025-08-10
C-012008,SANTANDER,Entidad 015,Seleccion abreviada,"221.829.678,56",2025-01-25
C-012009,CESAR,Entidad 023,Licitacion publica,"8.307.880,55",2025-10-14
C-012010,ATLANTICO,Entidad 304,Contratacion directa,"8.469.106,96",2025-10-09
